batch,track,context,efficiency_rank,impact_rank,rank_delta,display_name,provisional_slug,canonical_troop_id,identity_status,independent_battles,deployed,kills,kills_per_deployed,verified_player_side_total_kills,player_side_kill_share,share_adjusted_impact,kill_share_coverage_battles,kill_share_coverage_complete,kill_share_status,kill_share_denominator_provenance,reliability_status
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,25,28,3,Westerlands Banner Knight [T6],westerlands_banner_knight,,unresolved,2,16,13,0.812500,961,0.013528,0.010991,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,26,23,-3,Gold Cloak Archer [T3],gold_cloak_archer,goldcloak_archer,confirmed_id,1,17,11,0.647059,384,0.028646,0.018536,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,27,26,-1,Riverlands Militia Archer [T2],riverlands_militia_archer,river_militia_archer,confirmed_id,1,14,9,0.642857,466,0.019313,0.012416,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,28,27,-1,Westerlands Infantry [T3],westerlands_infantry,,unresolved,1,14,9,0.642857,466,0.019313,0.012416,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,29,30,1,Robber Horseman [T3],robber_horseman,robber_horseman,confirmed_id,1,4,2,0.500000,384,0.005208,0.002604,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_attack,30,29,-1,Realm Hedge Knight [T4],realm_hedge_knight,realm_hedge_knight,confirmed_id,1,8,3,0.375000,384,0.007812,0.002930,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_defense,1,1,0,Westerlands Sharpshooter [T5],westerlands_sharpshooter,,unresolved,2,3,70,23.333333,8205,0.008531,0.199066,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_defense,2,2,0,Frey Assassin [T6],frey_assassin,frey_assassin,confirmed_id,2,2,28,14.000000,8205,0.003413,0.047776,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_defense,3,5,2,Westerlands Hardened Crossbowman [T4],westerlands_hardened_crossbowman,,unresolved,2,4,21,5.250000,8205,0.002559,0.013437,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_defense,4,4,0,Gold Cloak Sniper [T5],gold_cloak_sniper,goldcloak_master_archer,confirmed_id,1,23,48,2.086957,4113,0.011670,0.024355,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_defense,5,3,-2,Captain of the Kingsguard [T6],captain_of_the_kingsguard,mounted_kingsguard,confirmed_id,1,44,91,2.068182,4113,0.022125,0.045758,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_defense,6,7,1,Westerlands Champion [T5],westerlands_champion,,unresolved,1,1,2,2.000000,4092,0.000489,0.000978,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_defense,7,6,-1,Queen's Man [T6],queen_s_man,dragonstone_steel_curtain,confirmed_id,1,3,5,1.666667,4113,0.001216,0.002026,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_defense,8,8,0,Braavosi Footman [T2],braavosi_footman,,unresolved,1,2,2,1.000000,4092,0.000489,0.000489,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_defense,9,9,0,Robber Horseman [T3],robber_horseman,robber_horseman,confirmed_id,1,2,2,1.000000,4092,0.000489,0.000489,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_defense,10,11,1,Westerlands Infantry [T3],westerlands_infantry,,unresolved,1,1,1,1.000000,4092,0.000244,0.000244,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_defense,11,10,-1,Westerlands Horseman [T5],westerlands_horseman,,unresolved,1,3,2,0.666667,4092,0.000489,0.000326,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_defense,12,12,0,Westerlands Banner Knight [T6],westerlands_banner_knight,,unresolved,2,10,1,0.100000,8205,0.000122,0.000012,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_defense,13,13,0,Realm Master Sellsword [T6],realm_master_sellsword,ROT_mercenary5,confirmed_id,1,1,0,0.000000,4113,0.000000,0.000000,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-15-to-16-captain-kingsguard-mixed,realm_of_thrones,siege_defense,14,14,0,Sellsword [T3],sellsword,eastern_mercenary,confirmed_id,1,1,0,0.000000,4092,0.000000,0.000000,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
